Name,Handle,Timestamp,Verified,Content,Comments,Retweets,Likes,Analytics,Tags,Mentions,Emojis,Profile Image,Tweet Link,Tweet ID
حمزه محمود,@hamza47mahfa,2024-11-20T07:58:17.000Z,True,"They entered Kamal Adwan Hospital in Gaza, took the patients and the injured out of the hospital, asked them to take off their clothes, then took them to an unknown location. It is the criminal Israeli army that violates all values And the morals that he does not recognize .",0,0,0,3,[],[],[],https://pbs.twimg.com/profile_images/1717244830336626688/BpQIFwZN_bigger.jpg,https://x.com/hamza47mahfa/status/1859144217567605070,tweet_id:1859144217567605070
TBN Israel,@TbnIsrael,2024-11-20T07:58:16.000Z,True,EU Expands Sanctions on Iran Over Support for Russia in Ukraine Conflicthttps://tbnisrael.com/news/eu-expands-sanctions-on-iran-over-support-for-russ…,0,0,0,67,[],[],[],https://pbs.twimg.com/profile_images/1796118726942609408/eH7q9Epg_bigger.png,https://x.com/TbnIsrael/status/1859144214266999278,tweet_id:1859144214266999278
Stephen Kyambadde,@KStyv,2024-11-20T07:58:15.000Z,False,"The price of attacking Israel is land. 
Now read that again!",0,0,0,10,[],[],[],https://pbs.twimg.com/profile_images/1711928904410169344/I32rPSPc_bigger.jpg,https://x.com/KStyv/status/1859144210907037851,tweet_id:1859144210907037851
Jon Woods,@jontoryhater,2024-11-20T07:58:15.000Z,False,March for Palestine in Portsmouth on Sunday 8 December #Palestine #Ceasefire,0,0,0,4,"['#Palestine', '#Ceasefire']",[],[],https://pbs.twimg.com/profile_images/1549125800716341256/ttHwSpLh_bigger.jpg,https://x.com/jontoryhater/status/1859144209699086486,tweet_id:1859144209699086486
Sajedeh,@OliviaL__136,2024-11-20T07:58:14.000Z,False,Do not look at this statistic as just a number...Each of these lives and hopes have been destroyed by the infamous regime.#Gaza#Election2024 #تل_أبيب,0,0,0,18,"['#Gaza', '#Election2024', '#تل_أبيب']",[],"['\\U0001f494', '\\U0001f972', '\\U0001f97a']",https://pbs.twimg.com/profile_images/1745770241689346050/7yEhWKb8_bigger.jpg,https://x.com/OliviaL__136/status/1859144206863765827,tweet_id:1859144206863765827
Sajid Aziz,@SajidAz11388239,2024-11-20T07:58:14.000Z,False,"Since October 7, 2023, Israel has killed at least 17,400 children in Gaza, according to Palestinian officials.
That is one child killed every 30 http://minutes.An A-Z of the children Israel killed in Gaza https://aje.io/twsovh via ",0,0,0,16,[],['@AJEnglish'],[],https://pbs.twimg.com/profile_images/1846322770390761472/LEAh9Mzq_bigger.jpg,https://x.com/SajidAz11388239/status/1859144204959592657,tweet_id:1859144204959592657
Israel Edem Komla Gabienu,@edemgabby,2024-11-20T07:58:11.000Z,True,I will be 46,0,0,0,5,[],[],[],https://pbs.twimg.com/profile_images/1600175630838022144/PybcAEP4_bigger.jpg,https://x.com/edemgabby/status/1859144193878147540,tweet_id:1859144193878147540
Jett,@Jett_NBA,2024-11-20T07:58:11.000Z,False,The Antisemitism is where the Anti Defamation League made an equivalence between the ruling ideology of the state of Israel and the Jewish faith as a whole.,0,0,0,8,[],[],[],https://pbs.twimg.com/profile_images/1636021546828406787/i8qFuHGM_bigger.jpg,https://x.com/Jett_NBA/status/1859144193857249375,tweet_id:1859144193857249375
Merituuli Terryer888,@MaialenaT,2024-11-20T07:58:10.000Z,False,No! The Jews called themselves Palestinians before 1948. The Jews even had a Palestinian symphony Orchestra. The Arabs have nothing to do with Palestine. Gazans are southern Syrians and they are Arabs.,0,0,0,10,[],[],[],https://pbs.twimg.com/profile_images/1840813393566937088/kZMsmRp3_bigger.jpg,https://x.com/MaialenaT/status/1859144190694654065,tweet_id:1859144190694654065
Mukulu,@MutegesiIsrael1,2024-11-20T07:58:09.000Z,False,Let's connect,0,0,0,9,[],[],[],https://pbs.twimg.com/profile_images/1840478120018575360/Ay3H75lq_bigger.jpg,https://x.com/MutegesiIsrael1/status/1859144182931083506,tweet_id:1859144182931083506
Sohel,@kh_sohel32,2024-11-20T07:58:07.000Z,True,"#BREAKING Video of one of the #Hezbollah drones in the sky north of #Haifa. #Israel 

 An explosion was heard in the Mt. Carmel area, east of Atlit, but it is not known if that was an interceptor or the drone.",0,0,0,77,"['#BREAKING', '#Hezbollah', '#Haifa', '#Israel']",[],"['\\U0001f1e6\\U0001f1ff', '\\u2694\\ufe0f', '\\U0001f1ee\\U0001f1f1']",https://pbs.twimg.com/profile_images/1856690491728834560/bdcTJIwn_bigger.jpg,https://x.com/kh_sohel32/status/1859144176723443835,tweet_id:1859144176723443835
First Source Report,@FirstSourceNew,2024-11-20T07:58:07.000Z,True,"Occupation soldiers in their military bases in northern occupied Palestine wake up to an air strike by Hezbollah drones, and massive destruction in the area.",0,0,0,21,[],[],[],https://pbs.twimg.com/profile_images/1847984008224702465/prRjUxCr_bigger.jpg,https://x.com/FirstSourceNew/status/1859144174492111110,tweet_id:1859144174492111110
Ian,@IanSayerX,2024-11-20T07:58:04.000Z,True,"You should consider relocating to Tel Aviv, Jake.  You hold Israel to a higher standard than any country on the planet, and you did say Tel Aviv was the most underrated country in the world.  I'm sure you could use that great health care with all your head trauma and persecution",0,0,0,20,[],[],[],https://pbs.twimg.com/profile_images/1831080182784073728/pONE5xYZ_bigger.jpg,https://x.com/IanSayerX/status/1859144163205542038,tweet_id:1859144163205542038
Nisar Ahmed,@N1sarAhmed,2024-11-20T07:58:03.000Z,True,"You never watched ""From Russia with love?""
James Bond told us they are the bad guys.#Gaza #Palestine #Russia #Iran ",0,0,0,48,"['#Gaza', '#Palestine', '#Russia', '#Iran']","['@AJEnglish', '@AlJazeeraWorld']",[],https://pbs.twimg.com/profile_images/1734276514735063040/7ZLPzWEf_bigger.jpg,https://x.com/N1sarAhmed/status/1859144160382476366,tweet_id:1859144160382476366
Chelsiea Marklew,@ChelsieaMarkle1,2024-11-20T07:58:03.000Z,False,Don’t forget Israel is also a terrorist state. So I’ll blame them both thanks. Israel were killing Palestinians before Oct 7th it’s documented so you should know.,0,0,0,9,[],[],[],https://pbs.twimg.com/profile_images/1855248413811449856/53E22FJY_bigger.jpg,https://x.com/ChelsieaMarkle1/status/1859144159577161994,tweet_id:1859144159577161994
Chani Demuijlder,@ChaniDem,2024-11-20T07:58:01.000Z,False,"Just posting something here in case it helps your account to be unlocked. Yes, showing massacres is ""g0re"", but being obliged to live them day after day is fully normal. No, no, no!",0,0,0,1,[],[],[],https://pbs.twimg.com/profile_images/1582336129742897152/mjjCMmju_bigger.jpg,https://x.com/ChaniDem/status/1859144152522404327,tweet_id:1859144152522404327
Randy Lee Kling,@RandyLeeKling1,2024-11-20T07:58:00.000Z,True,I agree with you about the first too but about Israel you're dead wrong...you should read books by  and as a Christian books by   and the latest book by  ...as well as books by ,0,0,0,9,[],"['@AlanDersh', '@Joel7Richardson', '@Jonathan_Cahn', '@jihadwatchRS']",[],https://pbs.twimg.com/profile_images/1757929259782512640/E1lStI-p_bigger.jpg,https://x.com/RandyLeeKling1/status/1859144148206710942,tweet_id:1859144148206710942
Richard Marquez,@LILRICH702,2024-11-20T07:58:00.000Z,False,"what an Israel shill, complete Faggotry",0,0,0,7,[],[],[],https://pbs.twimg.com/profile_images/1643870993566564352/j_C5GAn2_bigger.jpg,https://x.com/LILRICH702/status/1859144147682124194,tweet_id:1859144147682124194
Wannabe Defense Atty,@StrictLiable,2024-11-20T07:57:59.000Z,False,"That doesn't suggest the embassy specifically will be bombed, so I'll believe it when I see it. Not every nation is full Israel when it comes to embassies and consulates. Either they believe their own propaganda or there is a military target really close.",0,0,0,18,[],[],[],https://pbs.twimg.com/profile_images/1711891087533494272/imf2jAEm_bigger.jpg,https://x.com/StrictLiable/status/1859144144167321844,tweet_id:1859144144167321844
Marion,@scarlett5202,2024-11-20T07:57:59.000Z,False,"It disgusts and upsets me that our so-called leaders have not told Israel to stop or else.  USA and Europe, including UK, are complicit in this genocide ",0,0,0,5,[],[],"['\\U0001f92c', '\\U0001f62d']",https://pbs.twimg.com/profile_images/1365644951/Nuthatch_bigger.jpg,https://x.com/scarlett5202/status/1859144142070145043,tweet_id:1859144142070145043
The World War,@TheWorldWar12,2024-11-20T07:57:58.000Z,True,"Occupation soldiers in their military bases in northern occupied Palestine wake up to an air strike by Hezbollah drones, and massive destruction in the area.",0,0,0,21,[],[],[],https://pbs.twimg.com/profile_images/1829772864347668480/NHdyFTBW_bigger.jpg,https://x.com/TheWorldWar12/status/1859144139431985222,tweet_id:1859144139431985222
Israel,@_Justisrael_,2024-11-20T07:57:55.000Z,False,"Protect Your Sanity, It's priceless!",0,0,0,6,[],[],[],https://pbs.twimg.com/profile_images/1572919057078263809/G7f9WVVD_bigger.jpg,https://x.com/_Justisrael_/status/1859144125683036623,tweet_id:1859144125683036623
𝕱𝖚𝖓 𝖎𝖘 ∞ 𝖜𝖎𝖙𝖍 𝕯𝖔𝖔𝖒 𝕸𝖊𝖙𝖆𝖑,@Inepsy1996,2024-11-20T07:57:54.000Z,False,Enough with the fedposting. The reason Israel ignores Rojava is because it is proof you don't need to suppress other ethnic groups for your ethnic group's survival. Acknowledging Rojava's successes would mean admitting to Israel's failures.,0,0,0,9,[],[],[],https://pbs.twimg.com/profile_images/1523747716131692545/usrMLoY9_bigger.jpg,https://x.com/Inepsy1996/status/1859144123766161585,tweet_id:1859144123766161585
Metaburbia,@metaburbia,2024-11-20T07:57:49.000Z,False,"Just to understand this: if the UK and the US were to stop arming Israel, more Jews would be killed. Hamas has promised to commit the atrocities of Oct 7th 'again and again and again', and to destroy Israel, and to kill all Jews

That's what this person is arguing for.",0,0,0,29,[],[],[],https://pbs.twimg.com/profile_images/1830320051947184128/fION9yWg_bigger.jpg,https://x.com/metaburbia/status/1859144098768212128,tweet_id:1859144098768212128
Osman Zahirovic,@Osmi888,2024-11-20T07:57:47.000Z,False,It has always been Israel and US policy not only in the ME but everywhere they had interest.,0,0,0,4,[],[],[],https://pbs.twimg.com/profile_images/1787200130061344768/XGa43b47_bigger.jpg,https://x.com/Osmi888/status/1859144094108295679,tweet_id:1859144094108295679
Dave Peck - Of course it’s genocide!,@DEEEPECK,2024-11-20T07:57:47.000Z,False,"Brought to the world by Israel over the past 13 months:

Raping to death
Flour massacres
Tent massacres
School massacres
Hospital massacres
Evacuation orders
Bombing safe zones
Snipers targeting children
Legalising punitive rape
Exterminating journalists 
Murdering medics

EVIL!",0,0,0,17,[],[],[],https://pbs.twimg.com/profile_images/1401625613572755459/g0vhODez_bigger.jpg,https://x.com/DEEEPECK/status/1859144091612684774,tweet_id:1859144091612684774
Sareer Ahmad,@imitation4040,2024-11-20T07:57:45.000Z,False,"Hebrew media: 

The killing of Brigadier General Roy Sasson, 21 years old, from the Zionist settlements, a fighter from the Kfir Brigade, who was killed last night in a battle in the northern Gaza Strip. He is considered the 800th fatality since October 7.",0,0,0,7,[],[],['\\u26a1\\ufe0f'],https://pbs.twimg.com/profile_images/1507247120570634241/y9peHXFj_bigger.jpg,https://x.com/imitation4040/status/1859144084893692273,tweet_id:1859144084893692273
Doreen Crawford,@DoreenC230958,2024-11-20T07:57:45.000Z,False,"Nor is Gaza but we seem to have a lot of MPs who worry more about that than the population of the UK, safety, security, wellbeing and health.  Nor do this lot seem to worry much about business interests, food or farming.  SAD days.",0,0,0,8,[],[],[],https://pbs.twimg.com/profile_images/865224481995759616/SlW_Fwv5_bigger.jpg,https://x.com/DoreenC230958/status/1859144084356526130,tweet_id:1859144084356526130
AKM Tarik,@akm_tarik,2024-11-20T07:57:42.000Z,False,"Now the the two problems1)Middle East Mascacar by Israel 2) Ukraine Russia War, now Trump is to Solve its with the help of others good leaders of the World.",0,0,0,37,[],[],[],https://pbs.twimg.com/profile_images/1246380374868897793/MlS-ua8C_bigger.jpg,https://x.com/akm_tarik/status/1859144073048977491,tweet_id:1859144073048977491
Arian,@ThegreatArian10,2024-11-20T07:57:40.000Z,False,you wouldn't protest a dictatorship that kills it's own people for political dissent and gives our oil money to gaza and hezbollah while they struggle to provide for iranians?,0,0,0,15,[],[],[],https://pbs.twimg.com/profile_images/1829099038764851201/vmaTkI1r_bigger.jpg,https://x.com/ThegreatArian10/status/1859144063053951338,tweet_id:1859144063053951338
WAR MONITOR,@_Syed_Husain_,2024-11-20T07:57:38.000Z,True,The place where the missile exploded in Tel Aviv two days ago..#Hezbollah #TelAviv #تل_أبيب #Israel,0,0,0,65,"['#Hezbollah', '#TelAviv', '#تل_أبيب', '#Israel']",[],['\\u26a1'],https://pbs.twimg.com/profile_images/1842398792643162112/OurQvB7f_bigger.jpg,https://x.com/_Syed_Husain_/status/1859144056515031558,tweet_id:1859144056515031558
Hool हुल ( सिधु कानु बिरसा),@Hool95938351357,2024-11-20T07:57:36.000Z,False,"If you have the courage, help create Palestine State.

""Stand with Palestine"" Don't talk nonsense.",0,0,0,5,[],[],[],https://pbs.twimg.com/profile_images/1807578329794715648/7eX8Iv_D_bigger.jpg,https://x.com/Hool95938351357/status/1859144046670684484,tweet_id:1859144046670684484
HAL 9001 ₿,@_HAL9001_,2024-11-20T07:57:36.000Z,False,"Evil bastards....Israel attacks North Gaza hospital treating starving children, elderly https://aje.io/clthel via ",0,0,0,6,[],['@AJEnglish'],[],https://pbs.twimg.com/profile_images/1823988435993944065/YbR4xFW4_bigger.jpg,https://x.com/_HAL9001_/status/1859144045655719948,tweet_id:1859144045655719948
ObeyLLC,@ObeyCorporate,2024-11-20T07:57:36.000Z,True,"Trump could use an ""assassination attempt"" or a war as grounds for gun control and gun grabs. 

It's not like US factories are producing the amount of weapons the US just financed to Ukraine, Israel, Taiwan, and South Korea.",0,0,0,35,[],[],[],https://pbs.twimg.com/profile_images/1822089645523402752/waR2KXTl_bigger.png,https://x.com/ObeyCorporate/status/1859144045131379088,tweet_id:1859144045131379088
The Global Monitor,@theglobalmonit,2024-11-20T07:57:36.000Z,True,"Turkish President Erdogan continues his claims during his speech at the closing of the G20 summit in Brazil:

""We will not allow our airspace to be opened to Israel, and Turkey has cut off trade relations with Tel Aviv and will continue to stand with the Palestinian people.""",0,0,0,91,[],[],['\\u26a1\\ufe0f'],https://pbs.twimg.com/profile_images/1827427175017992192/USof-gub_bigger.jpg,https://x.com/theglobalmonit/status/1859144044645118025,tweet_id:1859144044645118025
sun.mv,@sunbrk,2024-11-20T07:57:34.000Z,True,Parliament rejects resolution urging expedition of Israel passport ban,0,0,0,205,[],[],[],https://pbs.twimg.com/profile_images/1493465123960201218/eU2Iiy8u_bigger.jpg,https://x.com/sunbrk/status/1859144036193624212,tweet_id:1859144036193624212
Scott,@Scott4234758906,2024-11-20T07:57:33.000Z,False,Carpet bomb gaza today!!,0,0,0,2,[],[],[],https://pbs.twimg.com/profile_images/1815086771262164992/VFN75GfU_bigger.jpg,https://x.com/Scott4234758906/status/1859144034318455198,tweet_id:1859144034318455198
Leelee i stand with Israel,@Leelee470310842,2024-11-20T07:57:32.000Z,False,Is that thing still employed????,0,0,0,90,[],[],[],https://pbs.twimg.com/profile_images/1841459811327619072/hu-Tx8kZ_bigger.jpg,https://x.com/Leelee470310842/status/1859144027725090944,tweet_id:1859144027725090944
TBN Israel,@TbnIsrael,2024-11-20T07:57:30.000Z,True,Iran Allegedly Plotted to Assassinate Canadian Human Rights Activist Irwin Cotlerhttps://tbnisrael.com/news/iran-allegedly-plotted-to-assassinate-canadian-hum…,0,0,0,32,[],[],[],https://pbs.twimg.com/profile_images/1796118726942609408/eH7q9Epg_bigger.png,https://x.com/TbnIsrael/status/1859144020766974274,tweet_id:1859144020766974274
ᦔꪊꪑꪖꪀ,@_duman____,2024-11-20T07:57:30.000Z,True,"„Benjamin #Netanyahu, you are a serial killer of peace. 

There are 35,055 babies orphaned in #Gaza. Their blood will haunt you.""",0,0,0,29,"['#Netanyahu', '#Gaza']",[],[],https://pbs.twimg.com/profile_images/1753493401817718784/e6oesiPu_bigger.jpg,https://x.com/_duman____/status/1859144020099731567,tweet_id:1859144020099731567
Morning Glory,@mycoffeetweet,2024-11-20T07:57:28.000Z,False,Can someone translate from Spanish?#Election2024 #UkraineRussiaWar #Israel #Gaza #Valencia #ElonMusk,0,0,0,34,"['#Election2024', '#UkraineRussiaWar', '#Israel', '#Gaza', '#Valencia', '#ElonMusk']",[],[],https://pbs.twimg.com/profile_images/1597182349124550656/RhqnwClm_bigger.jpg,https://x.com/mycoffeetweet/status/1859144012973719922,tweet_id:1859144012973719922
Arkansas Razorbacks Alma Mater,@AudreyJoy00,2024-11-20T07:57:27.000Z,False,"Christians United for Israel 
Over 10 million Members 
Largest Lobbyist Group in D.C. 
Not AIPAC",0,0,0,12,[],[],[],https://pbs.twimg.com/profile_images/1858955600656265216/eLGfMhpj_bigger.jpg,https://x.com/AudreyJoy00/status/1859144006858379400,tweet_id:1859144006858379400
djdjnd,@taippp169,2024-11-20T07:57:26.000Z,False,"Yes
And I think it is unfair that Israel has the right to own nuclear weapon,but Taiwan and Ukraine’s nuclear weapon are destroyed by USA",0,0,0,35,[],[],[],https://pbs.twimg.com/profile_images/1808355840308756480/j895kGFO_bigger.jpg,https://x.com/taippp169/status/1859144004958646319,tweet_id:1859144004958646319
Goros,@Goros_Ro,2024-11-20T07:57:25.000Z,False,"WTF are you talking about? There have been no Jews in Gaza since 2005. Palestinians are in their own country, they have been governing themselves ever since. It's not enough for them, they send tens of thousands of rockets into Israel, start a war and they are still the victims?",0,0,0,5,[],[],[],https://pbs.twimg.com/profile_images/1598088695420260353/tmMSVNza_bigger.jpg,https://x.com/Goros_Ro/status/1859144000248189283,tweet_id:1859144000248189283
Gage J. Tolin is a writer FREE PALESTINE,@GageWrites,2024-11-20T07:57:23.000Z,False,"This scene is wild.

Not because she's a woman or its brutality, but solely because, the fate didn't match the character. The main antagonist of this movie dies off camera ffs.",0,0,0,57,[],[],[],https://pbs.twimg.com/profile_images/1852804998519984129/M4P7HaRU_bigger.jpg,https://x.com/GageWrites/status/1859143993407176911,tweet_id:1859143993407176911
RemotePresence (any pronouns),@idk99451966,2024-11-20T07:57:23.000Z,False,"I hope you get more engagement!! Free Palestine, nobody is free until we are all free",0,0,0,5,[],[],[],https://pbs.twimg.com/profile_images/1806772338983088128/g5Qo4hpn_bigger.jpg,https://x.com/idk99451966/status/1859143991352074592,tweet_id:1859143991352074592
Sk,@MonisSk11,2024-11-20T07:57:22.000Z,False,This is nothing compared to what the people of Gaza are enduring.,0,0,0,1,[],[],[],https://pbs.twimg.com/profile_images/1534534895107657728/EoMkFB3Z_bigger.jpg,https://x.com/MonisSk11/status/1859143985886887975,tweet_id:1859143985886887975
Mohammad Uddin Khan,@UddinGolb,2024-11-20T07:57:19.000Z,False,"Despite experiencing 13 months of the ongoing Israeli genocide, Palestinian children in Gaza sing with hope in a makeshift shelter in the war-torn enclave. Children in Gaza are enduring a traumatizing reality under relentless Israeli bombardment, deprived of all their basic right",0,0,0,4,[],[],[],https://pbs.twimg.com/profile_images/1856221871332831236/ER07PNyo_bigger.jpg,https://x.com/UddinGolb/status/1859143972993802475,tweet_id:1859143972993802475
Israel Gambino,@IsraelGambino,2024-11-20T07:57:18.000Z,False,Cuz you handle big business exactly,0,0,0,26,[],[],[],https://pbs.twimg.com/profile_images/1603672154804932608/Q75OmwBD_bigger.jpg,https://x.com/IsraelGambino/status/1859143972809306283,tweet_id:1859143972809306283
Sheila Rea,@W5ActAlive,2024-11-20T07:57:18.000Z,False,"Why not do this from the start? Why wait until the near destruction of all of Gaza? And do the IDF soldiers who killed hostages then owe Israel 5 million for each hostage they killed?
Hmmm.",0,0,0,9,[],[],[],https://pbs.twimg.com/profile_images/1296282223440617472/L2anxk7s_bigger.jpg,https://x.com/W5ActAlive/status/1859143972368576905,tweet_id:1859143972368576905
EBCNEWS,@ebcnewss,2024-11-20T07:57:17.000Z,False,#BreakingNews :- Urgent Update: IDF Issues Evacuation Warning to Southern #Lebanon Villages#Israel #LebanonUnderAttack,0,0,0,22,"['#BreakingNews', '#Lebanon', '#Israel', '#LebanonUnderAttack']",[],[],https://pbs.twimg.com/profile_images/1767879739123847168/JFh4EOFr_bigger.jpg,https://x.com/ebcnewss/status/1859143966584959186,tweet_id:1859143966584959186
Benjamin,@TheBenjaminPine,2024-11-20T07:57:14.000Z,True,"This is so difficult to read. Israel continues to target journalists...

At least 137 journalists have been killed, leaving ""almost none"" left in the North of Gaza to report on what some say is ethnic cleansing, says .",0,0,0,24,[],['@pressfreedom'],[],https://pbs.twimg.com/profile_images/1591441051616743426/nMHsK_BE_bigger.jpg,https://x.com/TheBenjaminPine/status/1859143954756759952,tweet_id:1859143954756759952
John De Antoni,@deantoni_2671,2024-11-20T07:57:13.000Z,False,And guess how afro Jews and Muslims are treated in Israel? With dignity and respect because Israel is righteous.,0,0,0,4,[],[],[],https://pbs.twimg.com/profile_images/1855514048818794496/5CrFghJA_bigger.jpg,https://x.com/deantoni_2671/status/1859143951154090400,tweet_id:1859143951154090400
Joseph Ang,@Jang_Discipulus,2024-11-20T07:57:06.000Z,False,BUT NOT ZIONISM Seeking Destruction of GAZA and WESTBANK,0,0,0,3,[],[],[],https://abs.twimg.com/sticky/default_profile_images/default_profile_bigger.png,https://x.com/Jang_Discipulus/status/1859143919373820186,tweet_id:1859143919373820186
Sahil Sohail,@sahilsohail929,2024-11-20T07:57:05.000Z,False,Enough talk. Muslims are being martyred everyday and you are trying to scare Israel. Coward  like every other Muslim countries leaders  ,0,0,0,9,[],"['@RTErdogan', '@CMShehbaz']","['\\u274c', '\\U0001f620']",https://pbs.twimg.com/profile_images/1850765462860181510/7iSenOHq_bigger.jpg,https://x.com/sahilsohail929/status/1859143914646618161,tweet_id:1859143914646618161
Faraz Yaseen,@FarazYaseen2024,2024-11-20T07:57:02.000Z,False,He should. Germany Gassed http://Je.ws & sent them to Palestine. Now http://Je.ws are Gassing Palestinians. Simply Germany take back your http://Je.ws,0,0,0,4,[],[],[],https://pbs.twimg.com/profile_images/1838257034443005960/QY1AOOqn_bigger.jpg,https://x.com/FarazYaseen2024/status/1859143901728149994,tweet_id:1859143901728149994
Steven Var,@Podrivel,2024-11-20T07:57:01.000Z,True,"Source: CIA

We're to believe the organization whose modus operandi is subterfuge and deception conducted an actual census during wartime in Gaza. Next you'll be saying they were mail-in ballots ",0,0,0,4,[],[],['\\U0001f923'],https://pbs.twimg.com/profile_images/1777328164726853632/FAJSydrC_bigger.jpg,https://x.com/Podrivel/status/1859143901241577871,tweet_id:1859143901241577871
Jewish Business News,@JBusinessNews,2024-11-20T07:57:01.000Z,False,"https://jewishbusinessnews.com/2024/11/20/israeli-startup-spines-launches-all-in-one-book-publishing-platform-for-self-published-authors/… Self-publishing is a process where an author independently publishes their work, bypassing traditional publishing houses #Israel #Startup",0,0,0,10,"['#Israel', '#Startup']",[],[],https://pbs.twimg.com/profile_images/3462863482/76861d1acd158d8879abd435d7ef5849_bigger.png,https://x.com/JBusinessNews/status/1859143898167456227,tweet_id:1859143898167456227
tanok#Free Palestine,@garrison_speech,2024-11-20T07:57:01.000Z,False,Bill Ackman talking passively and informally *oh btw you should watch this clip I came across'. But inside you are coping hard and believe it is paramount people beleive this and only this.,0,0,0,6,[],[],[],https://pbs.twimg.com/profile_images/1800534767945101312/3_dfPC0f_bigger.jpg,https://x.com/garrison_speech/status/1859143898150695258,tweet_id:1859143898150695258
Gods Own Jester,@loylesness,2024-11-20T07:56:59.000Z,False,If you havent noticed yet there are hidden markers attached to bigger profiles that trigger anytime a certain word or phrase is posted in their replies. Either to censor or give an artificial virulence. X is a potemkin village. Israel is categorizing us all. Elons helpin.,0,0,0,3,[],[],[],https://pbs.twimg.com/profile_images/1714428157384695808/I63KcQcb_bigger.jpg,https://x.com/loylesness/status/1859143892748186073,tweet_id:1859143892748186073
FREE PALESTINE,@usmazn,2024-11-20T07:56:58.000Z,False,Brunos the best bottom ever!!,0,0,0,2,[],[],[],https://pbs.twimg.com/profile_images/1328183663440302081/Qu_9XDOr_bigger.jpg,https://x.com/usmazn/status/1859143886679007310,tweet_id:1859143886679007310
black market,@BlackghDotCom,2024-11-20T07:56:56.000Z,False,"""America Is 46 Minutes To Heaven"" - Israel DMW Writes After Landing In US",0,0,0,3,[],[],[],https://pbs.twimg.com/profile_images/1832800711660146688/sgP1pvK-_bigger.jpg,https://x.com/BlackghDotCom/status/1859143878760124434,tweet_id:1859143878760124434
ঘনশ্যাম দাস,@ghonada,2024-11-20T07:56:56.000Z,True,"If Israel is not stopped now we all will know, very personally, exactly the same feeling",0,0,0,10,[],[],[],https://pbs.twimg.com/profile_images/1780325242537193472/FInY_Bw1_bigger.jpg,https://x.com/ghonada/status/1859143877061493145,tweet_id:1859143877061493145
Janet,@JanetET115,2024-11-20T07:56:53.000Z,False,Are you aware of the contradiction you are stating. Free the land of Zionism but you acknowledge Jews can be there. (Vast majority of Jews support Israel),0,0,0,4,[],[],[],https://pbs.twimg.com/profile_images/1685037746757197826/rsL2Tn6H_bigger.jpg,https://x.com/JanetET115/status/1859143864046809305,tweet_id:1859143864046809305
OptimusQ,@LeadershipmatrX,2024-11-20T07:56:52.000Z,False,"Are you saying Israel creating and funding it's own enemies, to justify genocide was a bad idea?
When have I seen this before? ",0,0,0,3,[],[],['\\U0001f914'],https://pbs.twimg.com/profile_images/1598627143134707715/IpaZgE_k_bigger.jpg,https://x.com/LeadershipmatrX/status/1859143863589544261,tweet_id:1859143863589544261
Revelation Six,@omegashock1,2024-11-20T07:56:52.000Z,True,"I'm glad to see that. However, he's also pure Establishment, which claim to support Israel and then stab her in the back.

I truly hope that I'm wrong.",0,0,0,2,[],[],[],https://pbs.twimg.com/profile_images/1572945797301141504/3C3aeJYO_bigger.jpg,https://x.com/omegashock1/status/1859143862452899885,tweet_id:1859143862452899885
Sara m,@Sassbass77,2024-11-20T07:56:52.000Z,False,@ freedoYou will twist anything! These people are crying out in despair for people like YOU to listen to them!Did you hear them?They are telling you how Israel helped them! You are all so brainwashed! At least this thread shows you are all starting to realise that Hamas are evil,0,0,0,2,[],[],[],https://pbs.twimg.com/profile_images/1817832639216144384/1kVw6Rqg_bigger.jpg,https://x.com/Sassbass77/status/1859143862398108049,tweet_id:1859143862398108049
Becky= Anti-Apathy⁷,@BeckyTheStan,2024-11-20T07:56:52.000Z,True,Israel want to carry on their evil by cutting off communication with the world.,0,0,0,14,[],[],[],https://pbs.twimg.com/profile_images/1808234741067395073/fMF0W3b0_bigger.jpg,https://x.com/BeckyTheStan/status/1859143860703699329,tweet_id:1859143860703699329
MadPigFilms,@MadPigFilms,2024-11-20T07:56:51.000Z,False,If the Lib Dems or Green Party want my vote here’s some ideas on how to get it. 1)a permanent arms embargo to Israel 2)an end to Boris Johnson/Keir Starmer style politicians accepting gifts from lobbyists etc like the zionist mafia in the USA.#sackStarmer,0,0,0,8,['#sackStarmer'],[],[],https://pbs.twimg.com/profile_images/604243824660070401/-QCFMFXa_bigger.jpg,https://x.com/MadPigFilms/status/1859143857813746028,tweet_id:1859143857813746028
FREE PALESTINE,@usmazn,2024-11-20T07:56:47.000Z,False,Kissing >,0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1328183663440302081/Qu_9XDOr_bigger.jpg,https://x.com/usmazn/status/1859143841686728931,tweet_id:1859143841686728931
Embassy of The State of Palestine-Zimbabwe,@PalestineInZim,2024-11-20T07:56:47.000Z,False,"Several Palestinian-owned vehicles were set on fire by fanatic Israeli settlers in Al-Mazra'a Al-Gharbiya town, north of Ramallah.",0,0,0,6,[],[],[],https://pbs.twimg.com/profile_images/1158653118109880320/AwxSAyhF_bigger.jpg,https://x.com/PalestineInZim/status/1859143841212756064,tweet_id:1859143841212756064
